Country Name,Country Code,broadband_subscriptions,capital_formation,credit_to_private_sector,fdi_inflows,gdp_growth,high_tech_exports,ict_imports,inflation_rate,internet_usage_rate,labor_productivity,market_capitalisation,rd_expenditure,real_interest_rate,secure_servers_density,stock_market_liquidity,tertiary_enrollment,Income Group
Guam,GUM,1.8392057149776,22.253515787122474,80.29858548433496,-10.248023149210306,5.09986426216793,18.72486896696065,7.4332355864194035,2.377927165352188,80.5054655600831,114650.04725444871,88.88169552269352,1.6938194827586206,2.785426538579276,1299.34377179232,42.52544933085052,70.22741877743557,High income
Guatemala,GTM,5.33792153027114,16.1138303325026,36.7834860946182,1.63251851384265,3.65186382894819,5.39604303984542,5.82,2.86992752918294,60.22140121,31773.9615573574,46.000353126090864,0.00609,8.42792235239029,109.147061621475,23.542281764170973,27.2948879201171,Upper middle income
Guinea,GIN,0.0062752856838037,33.1775583630348,10.6668743226748,5.60537419672227,5.35004659051708,0.899971742078623,1.63,8.12313914948596,33.30469894,13569.4228682701,29.275103729502298,0.28836375,2.9678599520017483,12.2672068756,7.1222559820276485,24.818969647118575,Lower middle income
Guinea-Bissau,GNB,0.386080917545218,24.1142464088152,13.230568218637636,1.20132689112583,4.14631137217332,2.7044318859632672,2.751764705882353,3.76555825770114,29.77739906,7111.82538456205,19.3294215119713,0.22201,2.50906461852061,10.9023908943231,0.307964508763167,11.333478859800682,Low income
Guyana,GUY,12.9356394612219,22.253515787122474,14.9511094173483,34.9900722943113,43.8193108024355,13.3341087055182,0.96,2.90395226446373,83.00080109,204862.152410945,88.88169552269352,1.6938194827586206,6.9220971861463,175.673545609545,42.52544933085052,26.4315792489043,High income
Haiti,HTI,0.306790757611135,9.93936193656659,4.11425205774259,0.0792936453462934,-4.16963395808132,7.435629870116722,4.164651162790698,26.9490564091987,47.8614006,7475.07929518761,29.275103729502298,0.28836375,-13.1530212648201,7.72984152890489,7.1222559820276485,24.818969647118575,Lower middle income
Honduras,HND,4.57914834722512,23.9265010808856,78.22344042274,3.52903749551745,3.55397003296669,3.87334759570957,4.99,4.60621098127107,58.62269974,17639.3300828309,29.275103729502298,0.05997,10.3691964513557,148.812506679705,7.1222559820276485,23.3177890777588,Lower middle income
"Hong Kong SAR, China",HKG,40.2724025338679,16.285061166693,231.037771669122,30.924624334882,2.50498758466826,75.5706908349979,57.16,1.72972119105914,95.75536971,134063.942695606,1118.24283021772,1.12597,1.8447519519632,156139.206017995,736.497658887638,120.08978583196,High income
Hungary,HUN,37.542262483936,23.0580056906236,32.3844864230851,-27.9229280333136,0.560117843140432,22.5745118826045,10.01,3.70370370370369,93.77898628,82049.7442409137,18.6520604947614,1.37748,1.44506157114937,55077.4335878286,3.3114714894299,60.5168685913086,High income
Iceland,ISL,37.5242757933482,26.6450896088268,90.8919012460018,8.51889361391957,-0.970676468918384,53.9722930663779,5.84,5.85683849970066,98.209198,112976.836517053,88.88169552269352,2.64005,6.07212187141286,88084.0142197016,42.52544933085052,76.5200729370117,High income
India,IND,3.15046250037677,29.8962309444631,40.021522481888,0.694133152879562,6.49476552383821,18.5723946411049,7.64,4.95303550973656,70.0,24430.1179611995,131.241426662713,0.64558,2.52131544946588,1212.44166069372,85.6143773046544,34.4465039692543,Lower middle income
Indonesia,IDN,4.92196685438436,29.1455857193679,36.3924507638113,1.73855500774354,5.03034469419038,8.7110437578916,8.5,2.18151273615189,72.78075544,29216.7169984951,54.4173527585098,0.28068,7.83418010229542,2939.49021766292,10.3846171885156,44.8813034886441,Upper middle income
"Iran, Islamic Rep.",IRN,12.0603874696566,28.1071602327718,57.8313383703997,0.304914200880697,3.66312056830718,0.814007923197325,4.92,32.455871402917,85.3404007,59472.0591150453,36.1036982043075,0.72665,3.4497687580534,7225.71087209777,3.96023508935466,58.6838607788086,Upper middle income
Iraq,IRQ,17.6333290365333,19.4223897234495,13.9914475902598,-2.73525447039729,-1.54525198318304,11.040490702600541,6.272045454545455,-12.2969837587007,81.47450256,57001.6289941818,46.000353126090864,0.0407,4.600266996750749,34.5119560905403,23.542281764170973,52.60999624279,Upper middle income
Ireland,IRL,32.3023693358176,17.3480143254281,23.7845375555383,0.791076186083952,2.59946721553708,53.5184328432158,11.33,2.11344999577317,97.18769836,234912.810321618,27.8321999565424,1.58829,2.785426538579276,121467.84808156,8.10635556989464,77.5933380126953,High income
Isle of Man,IMN,33.2862552985842,22.253515787122474,80.29858548433496,-10.248023149210306,-4.16539345213232,18.72486896696065,7.4332355864194035,2.377927165352188,90.14943131255693,114650.04725444871,88.88169552269352,1.6938194827586206,2.785426538579276,21364.0684410646,42.52544933085052,70.22741877743557,High income
Israel,ISR,29.1837101461688,22.690494387869,69.7549689127585,2.73472411141711,0.871968424377442,37.2335173751738,9.27,3.07480889805025,88.18242225,103283.707937396,61.2313498302187,6.34589,-1.88413919586166,12353.0237407764,8.59739382831403,56.2561111450195,High income
Italy,ITA,31.7807732477772,22.1523278072561,60.3701258499539,1.13001784266315,0.692676948440536,12.2827088504022,3.89,0.982373023061417,89.2207202,130388.06581365,88.88169552269352,1.37935,3.23429287161478,30647.1608155582,42.52544933085052,75.9496536254883,High income
Jamaica,JAM,15.981614377416,22.565574471616195,45.1288743422467,1.38581813054415,-0.535039063867487,2.64698979146794,2.67,5.41194447981659,90.10870361,20740.567765908,56.4593704261673,0.48109393939393935,6.8032632295611,191.957170656969,2.19202005865638,52.60999624279,Upper middle income
Japan,JPN,38.6312383711286,26.0840902660166,194.61139930369,0.401239653950032,0.104309021773304,17.5547415163067,11.27,2.73853681635241,85.54153081,84353.7909513892,156.685999360649,3.44125,1.06914440735818,32928.7580837326,183.34938823505,64.4907608032227,High income
Jordan,JOR,7.01801006087142,22.1629108047251,80.1570512555613,3.06387579665258,2.48889409603647,2.08415985427159,3.16,1.55659611283953,95.62244985,41201.0461840114,46.675635098739,0.69547,6.46242941233702,212.241523236292,2.82990666746892,35.9184001120427,Lower middle income
